生效日期,城市省份ID,城市名_中文,城市名_英文,胜利点,城市人口_原版无独立字段,人口口径,所属地区人口,所属地区ID,所属地区_中文,所属地区_英文,地区类型,地区建筑槽,本地补给,地区省份数,拥有者TAG,拥有者_中文,拥有者_英文,控制者TAG,核心TAG,宣称TAG,省份类型,地形,是否沿海,大陆,大陆ID,省份RGB,地图X,地图高度Y,地图Z,地图旋转,地图缩放,是否补给节点,补给节点等级字段,铁路经过数量,铁路最高等级,地区资源,地区建筑,本省建筑,城市特殊名_中文,城市特殊名_英文,来源州文件
base,3768,格勒诺布尔,Grenoble,1,,所属地区manpower,1007500,32,阿尔卑斯,Alpes,town,4,9.0,6,FRA,波旁法国,Bourbon France,,OCC;FRA,,land,mountain,false,europe,1,"45,192,78",2894.37,9.88,1418.00,1.57,0.18,no,,0,0,"{""aluminium"": 30, ""steel"": 16}","{""infrastructure"": 2}",,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\32-Rhone Alpes.txt
base,651,沙托鲁,Châteauroux,1,,所属地区manpower,636400,33,中南大区,Centre-Sud,town,4,0.0,9,FRA,波旁法国,Bourbon France,,FRA,,land,plains,false,europe,1,"3,45,5",2824.48,9.80,1450.00,1.57,0.18,no,,1,2,,"{""infrastructure"": 3}",,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\33-Centre sud.txt
base,3516,那慕尔,Namur,5,,所属地区manpower,3043170,34,瓦隆尼亚,Wallonia,large_city,8,14.0,4,BEL,利奥波德比利时,Leopoldian Belgium,,BEL,,land,plains,false,europe,1,"44,117,183",2881.16,10.50,1528.10,1.57,0.22,no,,2,2,"{""coal"": 5, ""steel"": 22}","{""air_base"": 1, ""arms_factory"": 1, ""industrial_complex"": 4, ""infrastructure"": 3}",,HOL:纳门,HOL:Namen,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\34-Wallonie.txt
base,11519,列日,Liège,10,,所属地区manpower,3043170,34,瓦隆尼亚,Wallonia,large_city,8,14.0,4,BEL,利奥波德比利时,Leopoldian Belgium,,BEL,,land,plains,false,europe,1,"170,159,27",2890.85,10.80,1531.34,1.57,0.18,no,,2,2,"{""coal"": 5, ""steel"": 22}","{""air_base"": 1, ""arms_factory"": 1, ""industrial_complex"": 4, ""infrastructure"": 3}",,GER:列日; HOL:列日,GER:Lüttich; HOL:Luik,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\34-Wallonie.txt
base,9536,沙勒罗瓦,Charleroi,3,,所属地区manpower,3043170,34,瓦隆尼亚,Wallonia,large_city,8,14.0,4,BEL,利奥波德比利时,Leopoldian Belgium,,BEL,,land,forest,false,europe,1,"128,156,154",2872.16,9.90,1526.58,1.57,0.16,no,,0,0,"{""coal"": 5, ""steel"": 22}","{""air_base"": 1, ""arms_factory"": 1, ""industrial_complex"": 4, ""infrastructure"": 3}",,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\34-Wallonie.txt
base,3262,布雷达,Breda,5,,所属地区manpower,1449000,35,布拉班特,Brabant,city,6,0.0,7,HOL,荷兰王国,Kingdom of Netherlands,,HOL,,land,urban,false,europe,1,"43,48,223",2881.72,9.80,1550.17,-1.57,0.16,no,,2,1,"{""coal"": 12}","{""industrial_complex"": 5, ""infrastructure"": 3}",,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\35-Gelderland.txt
base,6496,埃因霍温,Eindhoven,3,,所属地区manpower,1449000,35,布拉班特,Brabant,city,6,0.0,7,HOL,荷兰王国,Kingdom of Netherlands,,HOL,,land,forest,false,europe,1,"86,63,66",2889.32,9.70,1548.75,-1.57,0.20,no,,0,0,"{""coal"": 12}","{""industrial_complex"": 5, ""infrastructure"": 3}",,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\35-Gelderland.txt
base,11562,马斯特里赫特,Maastricht,1,,所属地区manpower,1449000,35,布拉班特,Brabant,city,6,0.0,7,HOL,荷兰王国,Kingdom of Netherlands,,HOL,,land,forest,false,europe,1,"170,207,227",2896.12,10.50,1534.65,1.57,0.16,no,,1,2,"{""coal"": 12}","{""industrial_complex"": 5, ""infrastructure"": 3}",,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\35-Gelderland.txt
base,6241,乌得勒支,Utrecht,5,,所属地区manpower,2364000,36,弗里斯兰,Friesland,city,6,14.0,9,HOL,荷兰王国,Kingdom of Netherlands,,HOL,,land,forest,false,europe,1,"85,18,26",2888.12,9.60,1560.34,-1.57,0.24,no,,3,3,,"{""industrial_complex"": 2, ""infrastructure"": 2}",,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\36-Friesland.txt
base,9363,阿纳姆,Arnhem,1,,所属地区manpower,2364000,36,弗里斯兰,Friesland,city,6,14.0,9,HOL,荷兰王国,Kingdom of Netherlands,,HOL,,land,plains,false,europe,1,"127,153,84",2898.40,9.70,1556.96,-1.57,0.20,no,,1,2,,"{""industrial_complex"": 2, ""infrastructure"": 2}",,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\36-Friesland.txt
base,9335,格罗宁根,Groningen,3,,所属地区manpower,2364000,36,弗里斯兰,Friesland,city,6,14.0,9,HOL,荷兰王国,Kingdom of Netherlands,,HOL,,land,plains,true,europe,1,"127,120,164",2906.44,9.70,1580.79,1.57,0.22,yes,1,2,1,,"{""industrial_complex"": 2, ""infrastructure"": 2}",,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\36-Friesland.txt
base,6336,吕伐登,Leeuwarden,1,,所属地区manpower,2364000,36,弗里斯兰,Friesland,city,6,14.0,9,HOL,荷兰王国,Kingdom of Netherlands,,HOL,,land,plains,true,europe,1,"85,117,36",2895.16,9.70,1581.14,-1.57,0.32,yes,1,2,1,,"{""industrial_complex"": 2, ""infrastructure"": 2}","{""naval_base"": 3}",,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\36-Friesland.txt
base,6287,哥本哈根,Copenhagen,20,,所属地区manpower,1491222,37,西兰,Sjaelland,large_city,8,15.0,5,DEN,丹麦王国,Kingdom of Denmark,,DEN,,land,urban,true,europe,1,"85,51,146",3000.72,9.70,1638.29,1.57,0.22,yes,1,1,2,,"{""air_base"": 6, ""arms_factory"": 2, ""dockyard"": 2, ""industrial_complex"": 3, ""infrastructure"": 3}","{""naval_base"": 8}",DEN:哥本哈根; SWE:哥本港,DEN:København; SWE:Köpenhamn,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\37-Denmark.txt
base,6393,罗斯基勒,Roskilde,2,,所属地区manpower,1491222,37,西兰,Sjaelland,large_city,8,15.0,5,DEN,丹麦王国,Kingdom of Denmark,,DEN,,land,plains,true,europe,1,"85,186,41",2992.20,9.70,1636.27,1.57,0.28,no,,1,2,,"{""air_base"": 6, ""arms_factory"": 2, ""dockyard"": 2, ""industrial_complex"": 3, ""infrastructure"": 3}",,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\37-Denmark.txt
base,11091,耶夫勒,Gävle,2,,所属地区manpower,931955,38,耶夫勒堡,Gävleborg,town,4,0.0,26,SWE,瑞典王国,Kingdom of Sweden,,SWE,,land,forest,true,europe,1,"168,72,67",3069.84,9.76,1748.00,1.57,0.24,no,,1,1,,"{""air_base"": 3, ""industrial_complex"": 1, ""infrastructure"": 2}",,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\38-Sweden.txt
base,130,松兹瓦尔,Sundsvall,1,,所属地区manpower,931955,38,耶夫勒堡,Gävleborg,town,4,0.0,26,SWE,瑞典王国,Kingdom of Sweden,,SWE,,land,forest,true,europe,1,"0,120,225",3077.12,10.71,1803.00,1.57,0.32,no,,1,1,,"{""air_base"": 3, ""industrial_complex"": 1, ""infrastructure"": 2}","{""naval_base"": 1}",,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\38-Sweden.txt
base,11598,博尔扎诺,Bolzano,1,,所属地区manpower,298290,39,南蒂罗尔,South Tyrol,town,4,0.0,5,ITA,意大利王国,Kingdom of Italy,,ITA;LBV,AUS,land,mountain,false,europe,1,"171,45,47",2982.84,13.85,1441.00,1.57,0.20,no,,1,2,"{""aluminium"": 14}","{""industrial_complex"": 1, ""infrastructure"": 2}",,AUS:博岑; GER:博岑,AUS:Bozen; GER:Bozen,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\39-South Tyrol.txt
base,1794,巴尔瑙尔,Barnaul,1,,所属地区manpower,2107451,40,阿尔泰边疆区,Altai Krai,large_town,5,5.0,12,SOV,俄罗斯,Russia,,SOV;ALT,,land,plains,false,asia,6,"8,120,80",4107.54,10.00,1584.80,-1.57,0.56,no,,0,0,,"{""industrial_complex"": 1, ""infrastructure"": 1}",,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\40-USSR.txt
base,3938,马德里,Madrid,30,,所属地区manpower,2064659,41,马德里,Madrid,city,6,0.0,13,SPR,西班牙帝国,Spanish Empire,,SPR,,land,urban,false,europe,1,"46,156,98",2744.34,11.90,1327.11,-1.57,0.20,yes,1,7,2,"{""aluminium"": 1.0}","{""air_base"": 6, ""arms_factory"": 2, ""industrial_complex"": 2, ""infrastructure"": 3}",,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\41-Madrid.txt
base,858,托莱多,Toledo,1,,所属地区manpower,2064659,41,马德里,Madrid,city,6,0.0,13,SPR,西班牙帝国,Spanish Empire,,SPR,,land,hills,false,europe,1,"4,57,180",2738.00,12.60,1316.71,-1.57,0.16,no,,0,0,"{""aluminium"": 1.0}","{""air_base"": 6, ""arms_factory"": 2, ""industrial_complex"": 2, ""infrastructure"": 3}",,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\41-Madrid.txt
base,11435,比特堡,Bitburg,1,,所属地区manpower,3027739,42,摩泽兰,Moselland,metropolis,10,0.0,9,GER,德意志帝国,German Empire,,GER;RHI;PRE,,land,forest,false,europe,1,"170,45,142",2904.37,10.56,1517.00,1.57,0.18,no,,1,2,"{""aluminium"": 14, ""coal"": 14, ""steel"": 50}","{""industrial_complex"": 3, ""infrastructure"": 4}",,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\42-Rhineland.txt
base,9575,特里尔,Trier,3,,所属地区manpower,3027739,42,摩泽兰,Moselland,metropolis,10,0.0,9,GER,德意志帝国,German Empire,,GER;RHI;PRE,,land,forest,false,europe,1,"128,204,204",2909.30,10.80,1509.00,1.57,0.22,no,,1,2,"{""aluminium"": 14, ""coal"": 14, ""steel"": 50}","{""industrial_complex"": 3, ""infrastructure"": 4}",,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\42-Rhineland.txt
base,11531,萨尔布吕肯,Saarbrücken,5,,所属地区manpower,3027739,42,摩泽兰,Moselland,metropolis,10,0.0,9,GER,德意志帝国,German Empire,,GER;RHI;PRE,,land,forest,false,europe,1,"170,171,42",2912.64,10.85,1502.00,1.57,0.16,yes,1,4,2,"{""aluminium"": 14, ""coal"": 14, ""steel"": 50}","{""industrial_complex"": 3, ""infrastructure"": 4}",,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\42-Rhineland.txt
base,9660,布达佩斯,Budapest,20,,所属地区manpower,3750752,43,北匈牙利,Northern Hungary,large_city,8,0.0,9,HUN,匈牙利王国,Kingdom of Hungary,,HUN,,land,urban,false,europe,1,"129,96,49",3103.20,9.70,1464.00,1.57,0.20,yes,1,5,2,"{""aluminium"": 40, ""coal"": 4, ""steel"": 6}","{""air_base"": 4, ""arms_factory"": 4, ""industrial_complex"": 4, ""infrastructure"": 3}",,ROM:布达佩斯塔,ROM:Budapesta,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\43-Hungary.txt
base,9914,地拉那,Tirana,5,,所属地区manpower,493867,44,中阿尔巴尼亚,Central Albania,town,4,5.0,7,ALB,阿尔巴尼亚王国,Albanian Kingdom,,ALB,ITA,land,plains,false,europe,1,"130,192,4",3117.80,10.66,1347.00,-1.57,0.20,yes,1,2,1,"{""aluminium"": 1.0, ""chromium"": 1.0, ""oil"": 4.0}","{""air_base"": 3, ""arms_factory"": 1, ""industrial_complex"": 1, ""infrastructure"": 2}",,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\44-Albania.txt
base,11767,发罗拉,Vlorë,2,,所属地区manpower,493867,44,中阿尔巴尼亚,Central Albania,town,4,5.0,7,ALB,阿尔巴尼亚王国,Albanian Kingdom,,ALB,ITA,land,hills,true,europe,1,"172,36,212",3111.92,10.30,1328.56,1.57,0.24,no,,1,1,"{""aluminium"": 1.0, ""chromium"": 1.0, ""oil"": 4.0}","{""air_base"": 3, ""arms_factory"": 1, ""industrial_complex"": 1, ""infrastructure"": 2}","{""naval_base"": 4}",,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\44-Albania.txt
base,13255,都拉斯,Durrës,2,,所属地区manpower,493867,44,中阿尔巴尼亚,Central Albania,town,4,5.0,7,ALB,阿尔巴尼亚王国,Albanian Kingdom,,ALB,ITA,land,plains,true,europe,1,"243,229,190",3112.44,9.70,1346.00,-1.57,0.16,no,,1,1,"{""aluminium"": 1.0, ""chromium"": 1.0, ""oil"": 4.0}","{""air_base"": 3, ""arms_factory"": 1, ""industrial_complex"": 1, ""infrastructure"": 2}","{""naval_base"": 2}",,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\44-Albania.txt
base,6900,科尔察,Korçë,2,,所属地区manpower,493867,44,中阿尔巴尼亚,Central Albania,town,4,5.0,7,ALB,阿尔巴尼亚王国,Albanian Kingdom,,ALB,ITA,land,mountain,false,europe,1,"88,93,186",3127.80,14.52,1338.00,-1.57,0.16,no,,0,0,"{""aluminium"": 1.0, ""chromium"": 1.0, ""oil"": 4.0}","{""air_base"": 3, ""arms_factory"": 1, ""industrial_complex"": 1, ""infrastructure"": 2}",,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\44-Albania.txt
base,619,诺维萨德,Novi Sad,3,,所属地区manpower,838621,45,伏伊伏丁那,Vojvodina,town,4,0.0,5,YUG,南斯拉夫,Yugoslavia,,YUG;SER,,land,plains,false,europe,1,"3,21,85",3104.64,9.80,1426.00,1.57,0.20,yes,1,4,2,,"{""infrastructure"": 3}",,AUS:诺伊萨茨; GER:诺伊萨茨; HUN:乌伊维得克,AUS:Neusatz; GER:Neusatz; HUN:Újvidék,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\45-Yugoslavia.txt
base,9617,布加勒斯特,Bucharest,20,,所属地区manpower,3971400,46,蒙特尼亚,Muntenia,city,6,0.0,14,ROM,罗马尼亚王国,Kingdom of Romania,,ROM,,land,urban,false,europe,1,"129,45,89",3210.30,9.80,1407.00,1.57,0.18,yes,1,2,2,"{""oil"": 44}","{""air_base"": 3, ""arms_factory"": 3, ""industrial_complex"": 1, ""infrastructure"": 3}",,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\46-Romania.txt
base,3663,普洛耶什蒂,Ploiesti,5,,所属地区manpower,3971400,46,蒙特尼亚,Muntenia,city,6,0.0,14,ROM,罗马尼亚王国,Kingdom of Romania,,ROM,,land,plains,false,europe,1,"45,57,183",3208.76,9.72,1415.00,1.57,0.20,yes,1,4,2,"{""oil"": 44}","{""air_base"": 3, ""arms_factory"": 3, ""industrial_complex"": 1, ""infrastructure"": 3}",,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\46-Romania.txt
base,4109,雅典,Athens,20,,所属地区manpower,2312500,47,阿提卡,Attica,city,6,0.0,9,GRE,希腊王国,Kingdom of Greece,,GRE,,land,urban,true,europe,1,"47,105,38",3176.04,10.90,1288.43,-1.57,0.24,yes,1,1,2,"{""aluminium"": 30, ""chromium"": 12, ""steel"": 3, ""tungsten"": 10}","{""air_base"": 4, ""dockyard"": 1, ""industrial_complex"": 3, ""infrastructure"": 2}","{""naval_base"": 9}",,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\47-Greece.txt
base,3973,拉里萨,Larissa,3,,所属地区manpower,2312500,47,阿提卡,Attica,city,6,0.0,9,GRE,希腊王国,Kingdom of Greece,,GRE,,land,plains,true,europe,1,"46,192,138",3160.58,11.30,1316.27,-1.57,0.36,no,,0,0,"{""aluminium"": 30, ""chromium"": 12, ""steel"": 3, ""tungsten"": 10}","{""air_base"": 4, ""dockyard"": 1, ""industrial_complex"": 3, ""infrastructure"": 2}",,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\47-Greece.txt
base,7127,哈尔基斯,Chalcis,3,,所属地区manpower,2312500,47,阿提卡,Attica,city,6,0.0,9,GRE,希腊王国,Kingdom of Greece,,GRE,,land,plains,true,europe,1,"89,108,166",3175.92,11.70,1297.47,-1.57,0.44,no,,0,0,"{""aluminium"": 30, ""chromium"": 12, ""steel"": 3, ""tungsten"": 10}","{""air_base"": 4, ""dockyard"": 1, ""industrial_complex"": 3, ""infrastructure"": 2}",,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\47-Greece.txt
base,3988,科林斯,Kórinthos,1,,所属地区manpower,2312500,47,阿提卡,Attica,city,6,0.0,9,GRE,希腊王国,Kingdom of Greece,,GRE,,land,hills,true,europe,1,"47,0,148",3165.36,10.10,1286.14,-1.57,0.24,no,,1,2,"{""aluminium"": 30, ""chromium"": 12, ""steel"": 3, ""tungsten"": 10}","{""air_base"": 4, ""dockyard"": 1, ""industrial_complex"": 3, ""infrastructure"": 2}",,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\47-Greece.txt
base,949,索非亚,Sofia,15,,所属地区manpower,1685989,48,索非亚,Sofia,city,6,0.0,8,BUL,保加利亚,Bulgaria,,BUL,,land,urban,false,europe,1,"4,168,150",3166.30,13.00,1374.00,1.57,0.20,yes,1,3,2,"{""aluminium"": 2, ""coal"": 1}","{""air_base"": 3, ""industrial_complex"": 6, ""infrastructure"": 3}",,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\48-Bulgaria.txt
base,9771,维丁,Vidin,1,,所属地区manpower,1685989,48,索非亚,Sofia,city,6,0.0,8,BUL,保加利亚,Bulgaria,,BUL,,land,forest,false,europe,1,"130,18,154",3158.02,12.15,1394.00,1.57,0.22,no,,0,0,"{""aluminium"": 2, ""coal"": 1}","{""air_base"": 3, ""industrial_complex"": 6, ""infrastructure"": 3}",,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\48-Bulgaria.txt
base,11747,安卡拉,Ankara,15,,所属地区manpower,810284,49,安卡拉,Ankara,town,4,7.0,11,TUR,土耳其,Turkey,,TUR,,land,urban,false,middle_east,7,"172,12,137",3319.48,11.95,1322.00,1.57,0.28,yes,1,3,2,"{""chromium"": 11, ""steel"": 28}","{""air_base"": 3, ""arms_factory"": 2, ""industrial_complex"": 2, ""infrastructure"": 2}",,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\49-Turkey.txt
base,804,克勒克卡莱,Kırıkkale,5,,所属地区manpower,810284,49,安卡拉,Ankara,town,4,7.0,11,TUR,土耳其,Turkey,,TUR,,land,plains,false,middle_east,7,"4,15,10",3329.02,11.15,1320.00,1.57,0.22,no,,1,1,"{""chromium"": 11, ""steel"": 28}","{""air_base"": 3, ""arms_factory"": 2, ""industrial_complex"": 2, ""infrastructure"": 2}",,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\49-Turkey.txt
base,3951,埃斯基谢希尔,Eskişehir,1,,所属地区manpower,810284,49,安卡拉,Ankara,town,4,7.0,11,TUR,土耳其,Turkey,,TUR,,land,hills,false,middle_east,7,"46,168,163",3277.48,12.55,1318.00,1.57,0.28,yes,1,4,2,"{""chromium"": 11, ""steel"": 28}","{""air_base"": 3, ""arms_factory"": 2, ""industrial_complex"": 2, ""infrastructure"": 2}",,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\49-Turkey.txt
base,9517,斯图加特,Stuttgart,20,,所属地区manpower,3076854,50,符腾堡,Württemberg,large_city,8,0.0,12,GER,德意志帝国,German Empire,,GER;WUR,,land,urban,false,europe,1,"128,129,169",2946.02,11.86,1492.00,1.57,0.22,yes,1,4,3,"{""aluminium"": 6}","{""air_base"": 2, ""arms_factory"": 3, ""industrial_complex"": 1, ""infrastructure"": 3}",,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\50-Baden.txt
base,11499,乌尔姆,Ulm,3,,所属地区manpower,3076854,50,符腾堡,Württemberg,large_city,8,0.0,12,GER,德意志帝国,German Empire,,GER;WUR,,land,hills,false,europe,1,"170,132,42",2956.92,13.95,1488.00,1.57,0.26,no,,4,3,"{""aluminium"": 6}","{""air_base"": 2, ""arms_factory"": 3, ""industrial_complex"": 1, ""infrastructure"": 3}",,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\50-Baden.txt
base,6469,埃森,Essen,10,,所属地区manpower,6144743,51,莱茵兰,Rhineland,megalopolis,12,0.0,9,GER,德意志帝国,German Empire,,GER;RHI;PRE,,land,urban,false,europe,1,"86,36,71",2912.02,9.70,1544.00,1.57,0.22,no,,5,3,"{""coal"": 60, ""steel"": 35}","{""air_base"": 3, ""arms_factory"": 3, ""industrial_complex"": 4, ""infrastructure"": 4}",,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\51-Moselland.txt
base,587,科隆,Köln,5,,所属地区manpower,6144743,51,莱茵兰,Rhineland,megalopolis,12,0.0,9,GER,德意志帝国,German Empire,,GER;RHI;PRE,,land,urban,false,europe,1,"2,210,0",2907.56,10.24,1536.00,1.57,0.16,yes,1,3,2,"{""coal"": 60, ""steel"": 35}","{""air_base"": 3, ""arms_factory"": 3, ""industrial_complex"": 4, ""infrastructure"": 4}",,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\51-Moselland.txt
base,692,慕尼黑,Munich,20,,所属地区manpower,2679413,52,上巴伐利亚,Oberbayern,city,6,8.0,12,GER,德意志帝国,German Empire,,GER;BAY,,land,urban,false,europe,1,"3,93,205",2984.02,11.32,1478.00,1.57,0.22,yes,1,4,1,"{""aluminium"": 18}","{""air_base"": 6, ""arms_factory"": 2, ""industrial_complex"": 1, ""infrastructure"": 4}",,BAY:明加; GER:慕尼黑,BAY:Minga; GER:München,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\52-Wuttemberg.txt
base,708,奥格斯堡,Augsburg,3,,所属地区manpower,2679413,52,上巴伐利亚,Oberbayern,city,6,8.0,12,GER,德意志帝国,German Empire,,GER;BAY,,land,plains,false,europe,1,"3,114,10",2967.12,11.70,1484.00,1.57,0.22,no,,2,2,"{""aluminium"": 18}","{""air_base"": 6, ""arms_factory"": 2, ""industrial_complex"": 1, ""infrastructure"": 4}",,BAY:奥格斯堡,BAY:Ougschburg,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\52-Wuttemberg.txt
base,9515,雷根斯堡,Regensburg,3,,所属地区manpower,1453365,53,下巴伐利亚,Niederbayern,city,6,7.0,10,GER,德意志帝国,German Empire,,GER;BAY,,land,plains,false,europe,1,"128,126,204",2996.43,11.50,1494.88,-1.57,0.20,yes,1,4,2,,"{""industrial_complex"": 1, ""infrastructure"": 3}",,BAY:雷根斯堡,BAY:Rengschburch,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\53-Oberbayern.txt
base,11544,纽伦堡,Nuremberg,10,,所属地区manpower,2508159,54,弗兰肯,Franken,city,6,0.0,12,GER,德意志帝国,German Empire,,GER;BAY,,land,urban,false,europe,1,"170,186,172",2976.84,11.25,1508.00,1.57,0.18,yes,1,5,2,"{""coal"": 8}","{""industrial_complex"": 2, ""infrastructure"": 4}",,BAY:纽伦堡; GER:纽伦堡,BAY:Nämberch; GER:Nürnberg,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\54-Bayreuth.txt
base,6421,科堡,Coburg,2,,所属地区manpower,2508159,54,弗兰肯,Franken,city,6,0.0,12,GER,德意志帝国,German Empire,,GER;BAY,,land,forest,false,europe,1,"86,3,206",2968.64,10.58,1521.00,1.57,0.24,no,,0,0,"{""coal"": 8}","{""industrial_complex"": 2, ""infrastructure"": 4}",,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\54-Bayreuth.txt
base,9557,维尔茨堡,Würzburg,2,,所属地区manpower,2508159,54,弗兰肯,Franken,city,6,0.0,12,GER,德意志帝国,German Empire,,GER;BAY,,land,plains,false,europe,1,"128,183,44",2958.84,10.31,1510.00,1.57,0.24,no,,0,0,"{""coal"": 8}","{""industrial_complex"": 2, ""infrastructure"": 4}",,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\54-Bayreuth.txt
base,6488,法兰克福,Frankfurt,20,,所属地区manpower,3798235,55,黑森,Hessen,large_city,8,15.0,14,GER,德意志帝国,German Empire,,GER;HES;PRE,,land,urban,false,europe,1,"86,54,16",2937.64,10.63,1522.00,1.57,0.20,yes,1,7,3,"{""coal"": 8}","{""arms_factory"": 1, ""industrial_complex"": 2, ""infrastructure"": 4}",,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\55-Nassau.txt
